number,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
5315,ef89d382c9cfdda69f4da6f5873c5eb1,housewares,55,65,2,850,36,20,11
5316,491cc3d85596f60cdc9fac9d202c9fb8,bed_bath_table,58,626,2,900,50,7,38
5317,8092fb20e422a961ea52cd441b5a4244,computers_accessories,28,736,1,856,25,16,18
5318,70d17ed46123e5b68dff23e113415d5a,toys,57,70,4,900,39,30,29
5319,75d3880783e696c130527f026ee302d4,sports_leisure,41,243,1,400,44,13,44
5320,232906919fb046e3d050f8dd336b2634,books_general_interest,34,318,1,250,29,8,23
5321,092eff69a9499b052a2258f502ea0775,furniture_decor,52,485,2,500,35,8,35
5322,74ba0cd1f694e0751c7240443e5a038b,,,,,1000,32,3,23
5323,ec6bda3514b2616da08c5139893b14d2,furniture_decor,23,468,2,800,16,5,16
5324,0eb3578b042833dd447798eeaffa44e8,fashion_bags_accessories,53,277,4,200,16,10,11
5325,2f1ae77f6516da678d91c8a80b90bc20,toys,58,533,3,742,37,32,29
5326,8d53c5e807e69f0b0914fd52d5b0501f,baby,45,406,4,9950,77,18,43
5327,7af6ddb00aacf6c4c8ae69fadb858b80,perfumery,41,688,1,600,17,19,15
5328,0d22e0d0bfa33bac40ccd83ae1c0649d,health_beauty,35,355,1,300,18,11,18
5329,0b01a9718a61dbdd35cfec9ad13a0301,costruction_tools_garden,57,815,1,2200,16,16,16
5330,18297d6ba9247aa8fb22c28df54bbcd4,toys,58,622,2,700,40,20,30
5331,f2af004352a06a99dca765596240cbc3,health_beauty,61,1054,4,100,29,5,15
5332,714e305d7c565927c0ede7012c1c5c7c,garden_tools,43,478,1,17533,58,58,59
5333,c41eca01a8bceb6c987b2a935a5ad1cb,bed_bath_table,53,253,1,1550,40,20,20
5334,2b9b580cdc992e165ca0336a078d695f,garden_tools,48,388,1,15200,23,102,32
5335,409ad0594dd6af287d870a566756dc10,home_appliances,58,1005,3,200,30,10,15
5336,f6fe7aa38a197e6e9c4f000f1d44b24e,auto,49,386,1,10400,40,30,40
5337,36ea81e90d1292dcdc3ad8abb09c20fe,baby,59,921,4,350,42,27,42
5338,426844dd9ed9ae105a5d4b3f1e18becc,garden_tools,47,590,4,133,18,8,12
5339,424f4447cd353ab72ef3675274617751,fixed_telephony,20,287,3,100,19,3,11
5340,fb89f7ed5be9848869c6b3688f96d982,health_beauty,37,974,1,400,16,16,16
5341,1501b0033c68a37fa9560033a440e529,small_appliances,58,1160,6,410,24,22,17
5342,de607575b49bac3e75ff4e11bd3d3c11,fashion_shoes,34,240,12,200,29,7,16
5343,40002041835941ae0e10b9716ab7b03d,electronics,54,1497,7,700,22,6,11
5344,73caf722f1a3ff0dddd0b0aa162da0f9,bed_bath_table,45,283,1,1164,41,18,37
5345,6502573d0b5c3aa798a3131984966b52,toys,30,621,2,400,23,8,50
5346,9cb3c4a5a0a1c8536b2651af5f73e403,bed_bath_table,59,81,1,700,20,2,15
5347,d25bbb182b51d1594fe3b54a27ae143e,bed_bath_table,34,308,1,1900,58,15,46
5348,b126c36658d4d8ae320a4ad38531cbaf,housewares,25,388,2,500,23,23,23
5349,8415b1dae10d2dcb36beec370c6a90cd,housewares,59,322,5,600,24,5,18
5350,aa15d9042b3749f119a734d7df2b68bc,home_appliances,60,143,2,150,17,7,13
5351,3a8320b027e8c8359d0a326844bc03e1,fashion_bags_accessories,33,269,2,2000,30,10,20
5352,af739e00ca90db9e164a8ee27237445a,sports_leisure,31,486,1,500,25,15,11
5353,00df6fc5f33cc3f7ceec4ec6337d9cd7,watches_gifts,51,314,3,500,20,15,17
5354,3a9fd03ce8ae5650c7a83cf3b481ba8f,furniture_decor,40,117,7,3200,20,30,30
5355,2b921487aa886033e98b636be91f01bb,consoles_games,40,786,1,200,20,3,18
5356,da596542f9179c1021970d21d9b53b76,bed_bath_table,40,324,1,750,36,4,29
5357,4d6214838983b6f8ef242a0326712460,stationery,52,39,1,300,16,5,16
5358,20a64c9ab614812a2634ebbd69bb4a02,cool_stuff,50,1490,3,550,100,6,50
5359,a37d9bc434c151e3a32418b241a13bf0,perfumery,56,505,3,400,20,6,20
5360,18952a79fa194b9ebff6e058236bc57f,auto,54,785,4,3950,65,15,15
5361,eae99ba0d11a9e56ddc878519bdb33b1,sports_leisure,39,716,2,1280,29,24,22
5362,60b8232efc6b30822171dff08d6c439f,auto,60,762,2,2133,17,15,17
5363,db62a9ee3303c7cbc05a3990eb359ed5,air_conditioning,55,1139,4,4853,37,53,39
5364,f4c3e41f8c0ac64d1be09e1b92327ac0,construction_tools_construction,59,339,1,8525,29,9,29
5365,17b9f231d057710012fe28e5a1ac5186,,,,,10600,40,40,30
5366,cbdcb07438032e11d74bbb913fbcd8a0,electronics,46,1047,2,700,21,8,18
5367,326a0f5cd9ba675a997b260b0a0c5b6a,furniture_decor,63,1774,10,6900,19,69,38
5368,def347b50c7dcc58410c7d66d14b87b4,toys,36,518,1,517,22,20,21
5369,ab1f9387c0627dd24000bfbc54fdeee0,electronics,45,456,1,175,22,11,16
5370,9b6459fd1853c7e4422ff0bdd8184cb3,,,,,2000,80,60,11
5371,a87972100f1fa4091a86d6801620656d,toys,16,373,1,300,21,11,21
5372,5aadb280135a6132d14d3d93b5724b69,housewares,59,1786,1,17900,35,2,35
5373,1c1baeabe25824c8c22b511643852906,health_beauty,52,577,1,457,19,12,16
5374,46255a421f244cd985f138a63d77d09c,,,,,15500,51,50,36
5375,d315b738a6e96f4d9710af966cb7cd5b,housewares,58,331,4,300,16,5,12
5376,3bae6cd6874475c1ebf2c5dbca8493fa,sports_leisure,46,735,1,175,22,7,14
5377,516ccdc0667fe7e260156d1998ef9546,office_furniture,37,1069,1,7563,58,65,30
5378,c9b6f0f5e861adc800edb233fc1da1c4,furniture_decor,59,1977,3,1450,69,11,11
5379,a634f634b444139884120ac4915d134d,computers_accessories,54,347,2,125,19,16,16
5380,95203adc728bc74fbd99afc9e303db9f,computers_accessories,55,726,2,300,16,8,16
5381,2e8fa5067f8b1912bd84598e3bb668a0,consoles_games,27,830,1,1000,20,30,20
5382,157c0b6a86cb5823d6d2dd1fa8c5d450,garden_tools,41,561,1,1450,24,21,16
5383,d3c044bd42d84a79e3b0c42662806a48,sports_leisure,32,3831,1,150,16,16,11
5384,4979ccb21aa205c914d9a092cf869e83,furniture_decor,48,669,2,14800,80,10,50
5385,ae17f8265a23421715164ab420b62b36,housewares,43,595,1,1050,30,30,30
5386,6ee1607bacba780139e7f7fcd316c1d0,housewares,51,127,3,2100,43,30,11
5387,4a8388d725082add032c3a248d515142,sports_leisure,19,423,2,450,32,8,24
5388,cb8cd725d42cb2362a6069f76e50aac6,bed_bath_table,60,270,1,6600,55,25,35
5389,0e14941c183946f60e3b86585d05f984,housewares,36,339,2,400,25,10,36
5390,f58e45b16a42a325c144eb2c46a2bc57,,,,,6250,28,34,40
5391,902ef94ec6b84c1abdc30ac2877a0e95,garden_tools,60,1015,1,1200,27,10,14
5392,0708f901aa249af77d79c3d14328b3fd,furniture_decor,53,676,4,15800,50,40,50
5393,02f3b0fb0ec2472bd4b9058a860ce6e3,baby,36,474,1,12050,35,60,25
5394,b4ac82f28d4cd68c12ce7934bebac9c5,computers_accessories,48,411,1,400,25,12,20
5395,ef1cd7db4d53e9ab7517ec9d4aecfa03,sports_leisure,45,211,1,150,16,16,11
5396,71225f49be70df4297892f6a5fa62171,,,,,200,16,2,11
5397,620af218f5c91a81482e4555864aa4db,furniture_decor,60,3160,3,9850,58,9,27
5398,f6c3624f0bad00eefa032e306776a77b,fashion_shoes,51,1436,1,300,16,16,16
5399,65e1b99d6a0daa104350e07aa3693ef1,bed_bath_table,55,397,1,1500,30,15,20
5400,d17a8ef6d4228318ca645116dd6bea23,electronics,43,287,1,350,19,9,17
5401,51c3bce480bc653e51d768e09253d6dd,auto,52,85,1,250,25,7,20
5402,d26fcc1c248f5f9f8340e6061bf1f2b5,musical_instruments,63,999,10,1400,55,18,45
5403,f31bea9613b455322a1dd6c1de66227d,christmas_supplies,44,247,1,200,16,8,11
5404,5bc5b37461d0d4ee9b6e9507b01fc1d7,bed_bath_table,60,1617,4,250,16,22,11
5405,e8bf29c4bfb2d46faeba76ed3db7f44f,small_appliances,56,1099,3,9300,33,29,41
5406,d65b6607952f9e0d705b1cbdc92ac027,cool_stuff,57,768,4,500,27,10,15
5407,07f2e8872fd2d0e17780989da6c06362,luggage_accessories,43,727,1,800,19,49,34
5408,b4c0a557e24a783073ea34fdabe4663c,baby,52,738,1,950,50,19,45
5409,d368d485a71290394dddb034555b8eff,fashion_bags_accessories,55,634,4,675,47,11,35
5410,4f9d35e798dff81bc71b11b28d9adf7a,housewares,37,2475,6,1100,20,26,20
5411,67638c5b9e1d3f0f3c76cd4147eeac2f,toys,40,1156,1,310,17,14,12
5412,2c42bf0cba650bd08bfeac2412b06ef6,bed_bath_table,60,340,1,800,40,7,34
5413,e9775f87bb8e7d4b82128c9adda40669,stationery,57,722,3,200,16,10,27
5414,6a4afe6c644493c0a79d2c54c8149938,furniture_decor,55,130,1,1900,40,10,35
5415,3c5229dee6997f28485a65cbabceacb8,housewares,58,535,5,600,30,11,20
5416,b73a2c0ec9eb8d2badfbc9d8d27f3ad6,pet_shop,53,627,1,18050,70,40,37
5417,66e2abb080c6383458347f1e6d47ed4a,books_general_interest,58,1288,2,1300,18,25,11
5418,1097d069f21f90425a11bb3293ca1d87,furniture_decor,63,682,8,1700,43,36,25
5419,b75bc6d95abd11862892008658b17f49,housewares,61,881,4,6800,40,40,40
5420,142b4f0578f914f7b4ab677472850965,baby,13,850,1,450,60,3,24
5421,c66473cee835e09bdd0edc66f628af7c,electronics,48,118,1,100,24,8,18
5422,e43311c5b307c31b994c47588c59b168,furniture_decor,50,500,1,300,25,2,17
5423,c6ac3472e33913332e3f394ed2ebec24,toys,45,308,7,750,21,18,21
5424,632fe3d92c45b5c83f4102fadd94ee92,industry_commerce_and_business,52,1561,2,6950,16,104,35
5425,dab1750d4e397e53ddd0f128982de661,auto,56,703,6,6300,47,19,23
5426,0cc8792aea4a5586398479689a6daf63,home_appliances,56,101,1,150,18,8,13
5427,71a62950e363cbba0816448a733a58e0,baby,38,1531,2,750,30,40,50
5428,eac9f4e3a6148ef63f16aaec0cd9731f,bed_bath_table,43,502,1,700,16,22,20
5429,3c0b8519a8235ff19814687b02957b77,furniture_decor,48,1470,3,200,35,2,25
5430,00e040fed5fb843e28740181ddca3521,telephony,58,477,3,400,17,4,12
5431,136da55add0b0a3c8c5404913a225e47,housewares,49,370,2,300,16,10,12
5432,30ed98dda461030e31c6751bafe78746,auto,46,47,1,1100,49,46,46
5433,b216627ec2c376d682722970832aa2c1,bed_bath_table,51,446,1,700,16,10,16
5434,4fa7e168d8cf9a9cb233e7a0d2821e94,fashion_bags_accessories,53,830,1,100,16,5,16
5435,43a39180da2ed07ba59252d23cf029e7,housewares,59,230,2,600,16,20,20
5436,2c28d5cc196e413502b3f8a4ed9aedc9,perfumery,46,859,2,450,26,12,18
5437,d13014be74a15d878b1b681b779f3215,toys,47,746,3,500,24,11,16
5438,107bf5aa8cee35a9fec5e0bf1fd5e1cd,signaling_and_security,15,224,1,150,31,12,21
5439,d06466afa11453b6450b70992c90ece7,health_beauty,57,821,1,550,20,12,12
5440,0ddf5b8a3a2a417e9ec403ddd8a59446,pet_shop,52,348,5,250,18,9,14
5441,a3c485c1ba93a314a9606492aeb0072c,air_conditioning,39,401,1,5075,51,43,46
5442,550299c725cac9511da2b6f40543270c,bed_bath_table,54,609,1,200,21,10,14
5443,b85e7700530804e8e2043604b9b1a6bf,perfumery,49,481,1,175,16,16,11
5444,6269367991dd832f09999605131f2c54,auto,52,828,1,400,30,30,30
5445,b046862b2553fe4962392cdc93a2ae93,luggage_accessories,47,1479,1,850,25,50,30
5446,3d3dd9f435c6795eb6ff0be50b45041f,stationery,44,373,3,3167,50,21,37
5447,3fa43718c1d128c8d2f148530e9493f5,garden_tools,29,1038,5,16300,100,25,30
5448,58c91c9e1ddc24815b7c15ac4e8fee5e,small_appliances_home_oven_and_coffee,53,97,1,150,27,13,17
5449,3ec2984cb2de1675a0306bfc60dbe5a5,bed_bath_table,56,458,1,1860,39,12,33
5450,50b3e51a19f3784534cbaf9c275dfea5,telephony,36,218,1,100,20,5,12
5451,173c08b531cec70292992396ced22e7d,furniture_decor,26,375,1,1600,35,8,35
5452,8ac24e23a102245823e640f485846289,electronics,32,598,5,525,20,15,25
5453,33ba4b29d820b397054cc97e892ab1bc,auto,57,955,2,300,17,10,15
5454,d824970b558d811cdcd98a4830cf1478,watches_gifts,57,673,1,500,16,11,20
5455,844f0dc5dc6484304c769ce90e7a2c48,fashion_underwear_beach,63,3853,12,700,20,10,15
5456,8762b647d716b99b09ee045657f9d383,luggage_accessories,31,851,3,600,16,30,20
5457,927ab43b52f8e2af38e2ab92fdd25637,auto,57,1671,1,730,25,12,18
5458,817880704f1fcf911b4342385f701fc1,health_beauty,53,1828,2,650,28,11,15
5459,5858f45c20fde7d7e49af37a2166635a,health_beauty,38,1665,1,2300,17,9,32
5460,fef20920e4ff569015ea64270cd3c741,garden_tools,42,207,1,1200,40,30,20
5461,cce55549bb816a12eba7ddfd637a961d,watches_gifts,53,356,4,300,16,2,11
5462,9bf49e13f79afe62919c79d125d81cf8,garden_tools,47,417,4,1150,22,21,16
5463,aa280035c50ba62c746480a59045eec4,toys,56,678,3,200,16,8,11
5464,062c203528884afcf5ab3bcd04593f51,furniture_decor,43,140,1,1500,25,20,35
5465,df872c596e00cd0160e6c8eb5424739f,kitchen_dining_laundry_garden_furniture,39,266,1,30000,31,96,73
5466,5174f9e08f01fe6b72a7eca26d562a05,bed_bath_table,57,558,1,2250,25,25,25
5467,2d12dfe2cf5a6677b26067f2ddb55844,toys,41,998,3,1350,22,20,34
5468,20f160a9cf2e856ee5eba259e9ae33f9,perfumery,56,1224,3,556,21,16,16
5469,3fd19f24609ba67a95e7a88f1b0e8e7d,furniture_decor,23,910,2,1700,20,45,15
5470,8c5bf458020588e0dfeda011254eadbe,books_general_interest,49,468,1,450,26,4,26
5471,89db899bdb35ae40d0901e38f21d2ede,auto,46,458,1,2200,16,2,11
5472,a8a9e4c2fe6117daf517ed312d95e8dc,furniture_decor,59,1953,1,700,69,11,11
5473,9bb2d066e4b33b624cbdfec7d50b3dcb,pet_shop,53,1494,2,900,26,19,23
5474,f418649d11303fb6fcde71c9133f2ecc,housewares,57,394,1,1400,30,30,30
5475,f1a48f0ff1d54ce67d50bebc7e47ca96,small_appliances,41,702,1,800,50,10,18
5476,9d1dc59b23fe43e3808d874e78a5cfee,stationery,55,300,3,1800,60,20,29
5477,3c28d10ea65fbafd9792027334cf4544,furniture_decor,57,1586,6,228,17,12,15
5478,0254806b6c237bd1f21cae60ea8d1533,furniture_decor,45,1064,1,7183,56,56,18
5479,62fde58e97724f8b7519f3789eefa33f,,,,,600,35,35,15
5480,5026f48060b51abce464cb03e1d92847,audio,58,1278,5,450,20,9,15
5481,b616783675f9399f98376a7a1cf2d0bf,housewares,49,964,1,1300,16,30,12
5482,62fbbb0a6ac63ddc705968f95f5fb788,air_conditioning,57,1351,5,5800,55,16,26
5483,e666620bf34e8a108d43851b6b7543fb,small_appliances,49,663,1,2300,45,30,30
5484,64b4f32393cbf55be791078e7a2adca0,watches_gifts,56,817,1,50,16,8,16
5485,70cbbf603be04fd0947d83608b9a2266,telephony,51,675,4,314,20,9,14
5486,a0c8114ed9f3ecd1a0394e3987b87613,cool_stuff,51,729,2,8100,45,24,39
5487,e78bb4f98fc44ff2b94558e4358ce6b4,toys,41,220,1,600,45,15,35
5488,c656d2d3950c3165ec6574f3f6b9353e,toys,51,462,3,1500,16,26,36
5489,846da0169591ba9433fe3a6ba6ba0373,housewares,51,482,3,617,40,13,25
5490,af1adc5466b28e90f0878a07ef26d3e3,health_beauty,32,569,2,700,16,16,16
5491,cb3837fe99e4b92c4082faf8fb6f75ba,consoles_games,60,1302,4,367,16,16,16
5492,fc4e529d4121c3f5ced63c2ad05fb2d2,watches_gifts,57,706,1,400,21,14,14
5493,380aa1e702b7e85375d3d81d893acf73,furniture_decor,24,709,4,550,22,15,11
5494,418aafa8794c4c22bacfa453f98bbf26,health_beauty,52,353,1,600,17,18,17
5495,f3a1a865ba61412ac17ab53f1a9c0082,telephony,57,823,2,50,16,22,11
5496,48cfb3a131e13b40d85ba31ca531c3b1,industry_commerce_and_business,53,407,1,2850,70,8,17
5497,e55ed19897a6692649240b894020d683,garden_tools,50,187,1,8250,24,102,30
5498,e3372817fa5d5e8a0ce5db0fa237a3ad,telephony,48,1047,4,100,20,20,20
5499,61107c91091400f4c4523ed7b461a20e,housewares,59,2180,3,12150,63,37,29
5500,057df564fda79ad8fa5e1928dfbe3e8c,cool_stuff,47,867,1,300,25,10,20
5501,6841fe26a65cdc7dad114a453ce638b3,pet_shop,52,423,2,150,27,9,26
5502,dd3575a8c5e2139f680a9816a15c8f2a,consoles_games,38,919,3,700,19,6,15
5503,b7a58cab4a8f4016e27298891cbf47e6,sports_leisure,33,751,1,200,16,17,22
5504,3a12fe499b9342f78cb827ee18393e7f,bed_bath_table,54,739,1,1050,25,10,25
5505,8b1b115b8dc96bdfa740d4267019a201,telephony,56,451,1,133,18,4,11
5506,303b5f49ba6dd3d1d40aa3fe9b4f0bf9,telephony,43,398,4,150,19,3,11
5507,3327aad61d86158ed8bfd97388e37376,housewares,54,476,1,775,23,12,23
5508,cb9d0035d58326e67764402c4379385d,toys,54,641,4,2050,33,29,37
5509,6ddb759e33850bceb1b22a91e79fa995,small_appliances,38,184,4,2400,32,21,24
5510,f017f439ad87e9501378bd226f2ce26e,fashion_bags_accessories,39,386,3,600,16,11,11
5511,164c46357539e20cff56925225cf924c,sports_leisure,38,490,1,700,28,15,20
5512,419b12eaf8841add29c3503ee6cddb91,sports_leisure,60,1552,3,1450,105,15,15
5513,1bc727ecf620b4b524541bf5b60e3314,furniture_decor,40,509,4,4000,40,40,40
5514,dade783416e4099641bdd36ee0f0c3a3,toys,27,512,1,6745,62,34,40
5515,98d893a81a1845b6f278f33eee0a4f36,books_imported,48,2157,6,1000,33,6,22
5516,43ee88561093499d9e571d4db5f20b79,furniture_decor,39,161,3,200,20,20,20
5517,72d0a38fe43ba7087d71e245d1b76c9e,kitchen_dining_laundry_garden_furniture,55,383,2,22150,76,46,38
5518,4f469a5f807d396370c43aa7d536a2a8,bed_bath_table,36,223,1,550,40,5,30
5519,aa8627a375771ab01288705307ec4ae5,housewares,53,493,1,5750,40,25,30
5520,3554200c1d7f3b4b39a0ae68aa1c0a54,luggage_accessories,56,267,1,4633,37,34,30
5521,7d28cd96eae3fa5a49bdbfa00af70ea8,auto,59,2034,6,1775,42,30,31
5522,d1e21bab9f1729613433a8a4374f58fa,sports_leisure,38,165,1,400,20,20,20
5523,4f5ebefc2bff02e685e4cf546c88f9b3,furniture_decor,33,187,5,7950,40,38,40
5524,88d79d63d20f4183d9ed1144cff05d8e,health_beauty,44,1165,1,250,16,15,11
5525,db1d1a4569fdbae28a0d3340d907f7af,,,,,400,16,5,12
5526,4630761de87581e8b659dc77bb7eb4ee,luggage_accessories,52,220,1,650,46,10,34
5527,621dce691c2ff3f99e21c21057ddc0ba,bed_bath_table,51,444,2,950,50,16,16
5528,19da2bf3225b2f11d5c3b2597576ea22,sports_leisure,59,941,8,6350,90,15,25
5529,66d92b0c49af34728904a73c26e9e59a,watches_gifts,56,582,1,450,16,19,14
5530,02ad328219e45e7d138101bc3c8aa6c6,home_construction,52,928,7,1000,16,20,16
5531,aaf0d4a362d1cee82e4361f19af2b01f,sports_leisure,55,662,1,190,19,16,16
5532,194163a8a65a48a8c95623c399a9d4a7,,,,,1600,48,8,39
5533,2caf6fb89364a155b1e788a3ccd91a25,perfumery,50,548,1,300,16,2,11
5534,1d52c0fd7c289b6b7e0dc022067d33e8,pet_shop,39,619,1,111,17,10,12
5535,3e442d09f9dfef002aadf31960869f65,computers_accessories,33,1084,2,200,41,2,29
5536,5c551c8375040d684180cc1a549f7714,computers_accessories,38,492,1,300,18,9,16
5537,d3b023772520cd1c6ea58f6701679d4b,stationery,52,224,2,2400,28,55,37
5538,5947c33d0250e65638336c25f5a8ab48,bed_bath_table,48,354,1,26600,45,15,35
5539,1342c0533d30a76542a5697aed78039f,furniture_decor,42,993,1,1050,17,27,17
5540,b0c7a71c8620bd389e240f63a507dc50,books_general_interest,48,659,1,13300,16,2,11
5541,d71ea20de013251a448d2a16b1defa1a,stationery,36,436,1,400,35,42,18
5542,d011223de539cd224b5c5c8082313d46,furniture_decor,50,676,2,2125,28,27,33
5543,6b04a3268d84351b65aeba3f1fbc2a25,furniture_decor,59,1749,4,950,65,3,45
5544,2251aec7efe1a143690c889ff64ceb8a,auto,60,651,5,4350,72,4,46
5545,e2336d327209ca849dca5afda036f842,electronics,38,459,1,250,18,19,18
5546,f8e5d2574bedbb98efe044c829386487,furniture_decor,36,592,1,2300,25,3,65
5547,42877980a9990b1391c279582c1aa894,sports_leisure,59,1013,3,200,20,7,12
5548,2bb11ef7e7d20cb8a80932979464e7ce,housewares,63,334,1,900,16,30,26
5549,1305c16a9228b89ed9dc201c20df2363,watches_gifts,43,602,2,500,16,11,11
5550,fb31d5d2acd4bf37057330c1a96af712,auto,58,840,1,1750,45,20,45
5551,622bad99b4296aade0783ebecdd3fa15,sports_leisure,47,1249,1,400,27,6,25
5552,8e5f38754987574b781aebd5a7d4d33e,baby,38,974,5,119,16,11,14
5553,bc80cffca0c4d1c7769e7b253c5cc547,watches_gifts,44,307,1,375,21,15,16
5554,192b332c511e484ea4f3f8b0526ee59d,sports_leisure,32,480,1,500,16,14,11
5555,0f7720c31413b5c7790e3f301342464d,bed_bath_table,40,305,1,1125,30,15,31
5556,6b82bdfc88a9241c396addd75f5c8baa,home_construction,48,868,8,700,16,27,16
5557,83b9177e8afdc2719c085b5a96aa441b,sports_leisure,26,729,4,300,20,8,11
5558,2f1927c926303d27159849d2601d5d96,sports_leisure,40,354,3,650,28,20,25
5559,2584d5fa1ac792c8c26168eca51bb4d0,home_construction,56,797,5,9950,52,22,52
5560,e96a50fc74fa04fd6f23b324d87a1a81,books_imported,34,472,1,800,30,2,21
5561,53a19e181057f10a84c7b2cb539c722a,cool_stuff,53,445,2,900,30,45,15
5562,cae7a908351ea0b7acb0086a51f6f565,,,,,400,25,7,11
5563,ce6450b4e1fbb3bc232eeb8b8e1c5757,telephony,46,486,2,167,16,10,17
5564,dd0c5ce67727fde645d9a6c8cdc4970d,electronics,59,743,2,343,28,16,19
5565,50aa8f292a9510d5542f2a078903a2a7,sports_leisure,49,1141,2,400,19,11,37
5566,0160785b697a5ea87d52949bd097ce05,luggage_accessories,48,389,3,14000,26,66,46
5567,e0352fc1b2c93712f1772fc4b0204db7,office_furniture,59,1253,1,8075,52,51,17
5568,7824bce065d8704739ac0fc0c8135d04,health_beauty,54,353,2,7400,34,25,17
5569,6e69b019a5ce263335eacafaa68ffeba,toys,52,233,1,300,45,15,35
5570,06cdc7832ac572e307bdacf9ba9f66a9,dvds_blu_ray,48,899,1,150,20,2,14
5571,49d89239eb92d383e390b38b9bb792c6,auto,59,580,2,200,16,5,20
5572,4ecb94d07e0dc53677b5227fea02cd5b,construction_tools_construction,49,267,2,6700,30,10,30
5573,1002287b975c051e4f283579598cf6d2,housewares,58,471,5,8250,33,35,33
5574,33e503f68fb60fe165ed992965f2c737,computers_accessories,51,550,1,5550,23,9,23
5575,73bcea4312cb31d72bffc6562f7f7c71,cine_photo,55,468,2,350,24,4,12
5576,72a26085dd4fbd27f7206188081008d9,housewares,47,587,3,1000,28,12,21
5577,f744418ea0467967ce11d829d1f9419a,bed_bath_table,53,271,1,1300,45,15,35
5578,efaf96097dbe32a78254739ee35900cb,fashion_male_clothing,36,695,2,300,16,2,11
5579,eeab31cd2a4bcd64e6b249e0a674b3a8,food_drink,60,295,2,274,28,15,20
5580,5f8c8e55a203357be71e318167b70a0c,fixed_telephony,56,1130,2,842,23,20,21
5581,059d3cf4de5bc9099cdb4c10ee7e84d5,auto,58,824,1,200,16,2,11
5582,dabb495df6a109d46f8faeca31a1c75d,luggage_accessories,28,491,2,150,16,17,11
5583,ba37ce1b5e0638cf45fd59f63ada0093,furniture_decor,56,470,2,400,80,10,60
5584,628fb6b9d891eebd296eb3caa5bcb557,sports_leisure,48,604,1,700,16,13,14
5585,20a2613eb3b1c3819e733de3e91644de,furniture_decor,40,789,1,2850,20,35,20
5586,d881b7a2ce3e484f379f751df4c709ce,construction_tools_construction,49,249,1,200,16,5,11
5587,f7adf36ac9a90fe0ef2ab34bc1baa8b5,auto,58,506,4,100,23,2,17
5588,4eba76ab901d06e619d8d7ac69b3579a,baby,25,641,2,517,25,26,26
5589,2eb2543712366c95191841792a725a23,housewares,55,236,1,450,54,4,15
5590,3976b9f62045be05e8bbd11c4fc19360,bed_bath_table,58,298,1,6100,36,15,45
5591,abb9d7140478c19fd773dc14e8071abd,cool_stuff,43,199,1,200,20,13,20
5592,7fdff1c504647eff040e08cd98ce3210,toys,43,2239,2,200,17,21,11
5593,ee842d53183c77c2d2897172a82c40fc,cool_stuff,39,2203,1,500,16,7,13
5594,32a6743a58d26480b6aa3850856286ac,toys,41,85,2,662,21,26,18
5595,1e859a053a2210cb74b1134e0419b1dd,health_beauty,35,795,1,450,30,30,30
5596,43549c728834f6804c2a32ef08c086ff,home_construction,48,523,1,100,80,16,16
5597,fc877e6bbeb95de8809398eca3f2a3fe,electronics,58,780,2,2600,18,7,30
5598,6981cd5a9eded40aaf36e08db9ef4a7a,computers_accessories,42,703,3,400,16,16,13
5599,4fd6ec612afa6f67b850b157f00a3368,garden_tools,45,1095,9,598,38,30,38
5600,eefc762f81da3ef743a44e15590c5718,dvds_blu_ray,49,2821,1,450,20,5,14
5601,73258e01fadbaf7648577beb152e1320,computers_accessories,50,835,1,250,20,20,20
5602,54f4b6d719759dc811ee18cc95104ed2,bed_bath_table,62,313,1,3000,45,15,35
5603,dce8ae5ccc379f3de517423fccda65cb,watches_gifts,58,1258,3,178,16,12,11
5604,ceeb4790786e93c65ce079c50c8bd6b0,garden_tools,55,617,2,29600,42,17,42
5605,6e62e31b1ec621d6182feb6b39c4194c,bed_bath_table,22,735,5,800,20,20,20
5606,20dba3cc0c6689b10b0a422ae43f45b7,bed_bath_table,53,197,1,7725,52,26,47
5607,9ead93350fbb3a5f0cc0b48c8c983748,sports_leisure,24,678,1,14600,34,12,12
5608,0e632ab9f5b05a2703871a8f27e4e1a7,computers_accessories,42,521,3,400,16,8,16
5609,f8a8f05a35976a91aed5cccc3992c357,furniture_decor,63,418,1,1500,45,15,35
5610,469ef39f0ddc59c8913d9d5a62318e40,books_technical,60,2170,1,110,33,6,22
5611,3afd93cafd6c7b66033cc4dc22c54776,perfumery,47,1170,3,500,16,16,22
5612,bf937a731d01528bc2c8b11863de7586,pet_shop,56,1115,2,1185,30,10,21
5613,5a57a59c44429be19e1ce8e69e15c473,housewares,60,1056,2,8550,27,23,27
5614,e7fab7a4d6f0d5abfb66e1dd2fc35d4e,home_construction,53,871,6,500,16,20,16
5615,196b3e3000c77b282069397fb84686dc,baby,40,1109,1,28250,34,85,55
5616,8208cccf98834da587d0ba8a9aea28d7,fashion_bags_accessories,41,521,4,300,16,7,11
5617,a09e9494bb01d227e90ec1bb0d845e24,sports_leisure,50,988,2,250,16,10,15
5618,0127db1f4effcf8f5b88d80588bc5624,watches_gifts,53,555,1,200,20,7,15
5619,f58ba49c5634ca1ef2ad765ebc1110cc,auto,58,689,5,1550,60,8,33
5620,9eb0c62c8c4159426b700eb10045dc44,telephony,60,911,4,400,21,6,13
